 # MagPy ASCII
Time,"File",Bi-214_609[KeV],Bi-214_1120[KeV],Bi-214_1764[KeV],Pb-214_295[KeV],Pb-214_352[KeV]
2015-12-18 17:00:00,Spectral_402905.Chn,56433.2768505,204181.242153,69914.8463811,138231.959848,200687.168183
2015-12-18 18:00:00,Spectral_402906.Chn,56786.5963023,204397.394322,69031.0899925,140877.709793,191517.718559
2015-12-18 19:00:00,Spectral_402907.Chn,58065.4862649,208341.67852,68388.2128299,148519.096744,173849.776489
2015-12-18 20:00:00,Spectral_402908.Chn,56954.1823573,205943.734725,69662.8669196,146034.868781,175298.708061
2015-12-18 21:00:00,Spectral_402909.Chn,58280.8295997,203635.148166,68941.3808321,141365.5483,184491.639583
2015-12-18 22:00:00,Spectral_402910.Chn,57087.7584963,204018.95118,68595.6027882,136412.398618,179885.98294
2015-12-18 23:00:00,Spectral_402911.Chn,58291.5656098,204498.700379,67970.7753574,143679.313819,171418.13691
2015-12-19 00:00:00,Spectral_402912.Chn,56754.6946038,204994.927575,68938.8627118,144703.474033,195020.374684
2015-12-19 01:00:00,Spectral_402913.Chn,56930.1420077,206349.714293,69237.6083857,144001.281294,181531.978554
2015-12-19 02:00:00,Spectral_402914.Chn,57061.6100116,205296.308931,68204.6111177,143139.29772,185685.681644
2015-12-19 03:00:00,Spectral_402915.Chn,58726.03682,204608.20742,68077.3566345,145850.405602,182975.650763
2015-12-19 04:00:00,Spectral_402916.Chn,58325.4714812,207157.735087,68527.3090995,141875.53072,175707.881873
2015-12-19 05:00:00,Spectral_402917.Chn,56856.1278884,201563.67985,68560.9933042,139679.218395,202528.465021
2015-12-19 06:00:00,Spectral_402918.Chn,57029.0528752,206143.342714,68407.3850734,150914.816717,177363.639431
2015-12-19 07:00:00,Spectral_402919.Chn,56759.0205976,204456.941646,67951.0931911,143256.046998,189836.064713
2015-12-19 08:00:00,Spectral_402920.Chn,57123.9097066,200559.367787,67644.444349,138822.793968,206313.87354
2015-12-19 09:00:00,Spectral_402921.Chn,56950.4241943,201008.522219,68230.4181135,139580.03789,157590.199415
2015-12-19 10:00:00,Spectral_402922.Chn,57220.930978,204983.177394,68778.9577978,141065.417033,190806.917719
2015-12-19 11:00:00,Spectral_402923.Chn,57106.3229109,203692.745223,68054.8562856,141915.375154,198751.296085
2015-12-19 12:00:00,Spectral_402924.Chn,57121.7915156,201305.679036,68190.7048031,140926.760322,161317.254756
2015-12-19 13:00:00,Spectral_402925.Chn,57046.5468618,202231.135704,68710.4485255,134721.396375,201413.711287
2015-12-19 14:00:00,Spectral_402926.Chn,57175.080345,202706.93293,67918.284416,143804.264861,199677.823006
2015-12-19 15:00:00,Spectral_402927.Chn,57288.2802928,205758.5214,68180.0654784,145736.125381,180952.973853
2015-12-19 16:00:00,Spectral_402928.Chn,57726.7167233,204261.366406,68890.0506985,146597.232128,180936.403393
2015-12-19 17:00:00,Spectral_402929.Chn,57987.1480886,204275.196182,69117.8592045,145408.070011,187329.723478
2015-12-19 18:00:00,Spectral_402930.Chn,56179.7142097,203999.560348,66878.8226684,139095.090379,152352.858726
2015-12-19 19:00:00,Spectral_402931.Chn,57800.4686391,203471.716787,67599.0341714,138535.970609,192764.753606
2015-12-19 20:00:00,Spectral_402932.Chn,57207.5962851,207811.499726,67961.1017101,146150.170238,177397.385879
2015-12-19 21:00:00,Spectral_402933.Chn,57010.5327633,204555.052592,67874.0039195,146837.021562,143587.028568
2015-12-19 22:00:00,Spectral_402934.Chn,57604.9882384,201009.139757,69033.4491292,139097.587974,140387.69562
2015-12-19 23:00:00,Spectral_402935.Chn,58282.7149002,210134.911957,68552.5966927,146822.545834,186913.42835
2015-12-20 00:00:00,Spectral_402936.Chn,56860.968305,204908.206663,68070.9313751,138855.591355,161652.285018
2015-12-20 01:00:00,Spectral_402937.Chn,57202.2096483,204110.229556,69331.1409067,136963.891099,207195.192159
2015-12-20 02:00:00,Spectral_402938.Chn,58020.7297374,203465.622378,68401.0552224,140485.547377,173500.084742
2015-12-20 03:00:00,Spectral_402939.Chn,56473.0393076,206141.86822,68931.6019809,147844.835232,185694.592749
2015-12-20 04:00:00,Spectral_402940.Chn,57128.7104265,204762.360024,67815.6202969,139343.311814,163419.78281
2015-12-20 05:00:00,Spectral_402941.Chn,57442.0302747,205716.715006,68960.8857015,144765.011262,176617.297557
2015-12-20 06:00:00,Spectral_402942.Chn,57357.3875318,201630.714735,67950.3890849,138574.707426,215125.170106
2015-12-20 07:00:00,Spectral_402943.Chn,56673.8473395,202014.977064,69483.5759489,138289.278278,153645.006273
2015-12-20 08:00:00,Spectral_402944.Chn,57406.4793963,204001.087,68729.2912538,138030.26226,192114.651383
2015-12-20 09:00:00,Spectral_402945.Chn,58668.206338,204960.196735,68407.0481535,144908.946256,192632.863979
2015-12-20 10:00:00,Spectral_402946.Chn,56944.2373135,207216.557448,68016.2860251,124558.472594,182875.623037
2015-12-20 11:00:00,Spectral_402947.Chn,56384.2066398,203843.342346,69349.6982358,139980.459035,198028.324933
2015-12-20 12:00:00,Spectral_402948.Chn,57073.4869045,201192.898356,69261.2454439,140212.624641,208038.013113
2015-12-20 13:00:00,Spectral_402949.Chn,57355.9993405,203719.73323,68357.5400509,141759.882672,168797.72039
2015-12-20 14:00:00,Spectral_402950.Chn,57523.9281835,203228.114367,68546.4730907,142780.745421,206902.719663
2015-12-20 15:00:00,Spectral_402951.Chn,57113.9746044,201913.128531,67857.9171392,135668.12797,189395.239359
2015-12-20 16:00:00,Spectral_402952.Chn,57390.0566461,203267.768863,68525.4417024,147001.379735,155587.600626
2015-12-20 17:00:00,Spectral_402953.Chn,58069.1717904,205399.972002,70066.6786859,146038.265773,166726.375889
2015-12-20 18:00:00,Spectral_402954.Chn,57351.3475895,204147.753235,69204.2803066,142049.815379,153658.843083
2015-12-20 19:00:00,Spectral_402955.Chn,58532.1324349,201949.493208,69372.7575005,144995.534204,149367.084626
2015-12-20 20:00:00,Spectral_402956.Chn,56606.5310537,201206.029432,68521.823491,136118.608797,208303.313855
2015-12-20 21:00:00,Spectral_402957.Chn,58585.9233571,204924.004996,69222.9752146,139557.639893,184063.821528
2015-12-20 22:00:00,Spectral_402958.Chn,57886.5816013,205180.513063,68683.1132898,146999.272924,182146.54872
2015-12-20 23:00:00,Spectral_402959.Chn,56854.9731971,205907.810493,68721.7445445,124340.239493,182302.379042
2015-12-21 00:00:00,Spectral_402960.Chn,57791.6372748,205144.986412,68846.8692034,140581.39554,163018.379557
2015-12-21 01:00:00,Spectral_402961.Chn,56783.4746306,202740.859602,69372.9749092,140407.901432,165789.575543
2015-12-21 02:00:00,Spectral_402962.Chn,57079.81858,205504.328211,67749.8103712,141386.622718,200831.610174
2015-12-21 03:00:00,Spectral_402963.Chn,57991.6735966,205172.218043,68694.1252838,135840.390363,150133.858343
2015-12-21 04:00:00,Spectral_402964.Chn,56626.175946,202928.343234,69709.5510957,142693.262587,212917.612301
2015-12-21 05:00:00,Spectral_402965.Chn,56936.6173586,203416.594448,67469.6887318,133228.814264,143474.663137
2015-12-21 06:00:00,Spectral_402966.Chn,56998.2763152,202250.139977,67984.9770236,139644.526272,196260.185658
2015-12-21 07:00:00,Spectral_402967.Chn,57785.341264,201672.116853,69106.9868021,136790.437173,212107.129232
2015-12-21 08:00:00,Spectral_402968.Chn,56872.9837416,205493.675595,67741.7235244,135431.368899,180429.373657
2015-12-21 09:00:00,Spectral_402969.Chn,57040.8402068,204630.294071,68287.2176488,137909.785692,138433.668986
2015-12-21 10:00:00,Spectral_402970.Chn,57395.5497745,204917.457813,69041.852294,139156.786933,201048.762331
2015-12-21 11:00:00,Spectral_402971.Chn,58448.8039652,205433.284929,68255.8086547,141025.038106,168865.630708
2015-12-21 12:00:00,Spectral_402972.Chn,57219.9912245,204148.749563,68635.2668893,139655.875587,158362.281763
2015-12-21 13:00:00,Spectral_402973.Chn,56950.0461119,206888.312951,68449.6606617,146294.356784,177782.924758
2015-12-21 14:00:00,Spectral_402974.Chn,57261.249599,203873.4188,69433.435287,137303.250309,163045.2539
2015-12-21 15:00:00,Spectral_402975.Chn,57375.3165922,203554.954824,68936.7848582,142378.690156,162024.425539
2015-12-21 16:00:00,Spectral_402976.Chn,56950.3849049,206995.13943,68317.1869021,144384.305507,153520.971315
2015-12-21 17:00:00,Spectral_402977.Chn,57309.4293267,204426.684991,68495.264627,135569.036781,154925.341121
2015-12-21 18:00:00,Spectral_402978.Chn,58242.7107442,200826.518761,68461.6030168,138191.54572,201679.502244
2015-12-21 19:00:00,Spectral_402979.Chn,57169.3407301,203837.854081,68810.5565146,139098.304395,172936.23271
2015-12-21 20:00:00,Spectral_402980.Chn,58689.9785589,204097.114005,68514.687119,140581.530171,161451.804559
2015-12-21 21:00:00,Spectral_402981.Chn,56904.2680211,202119.533806,68708.0159015,142084.853004,208872.192934
2015-12-21 22:00:00,Spectral_402982.Chn,56790.659327,203299.579125,68377.4097489,142597.202367,163113.898849
2015-12-21 23:00:00,Spectral_402983.Chn,57649.6932161,206528.052052,69119.0503785,139424.070599,162214.1446
2015-12-22 00:00:00,Spectral_402984.Chn,58137.6646454,202621.39433,69083.8673355,140159.940522,210458.004121
2015-12-22 01:00:00,Spectral_402985.Chn,57384.8003064,204671.307617,68915.5942906,145032.15665,158339.999647
2015-12-22 02:00:00,Spectral_402986.Chn,57501.1323203,205564.467644,68991.8782063,146176.621864,194413.864748
2015-12-22 03:00:00,Spectral_402987.Chn,57152.1406297,207396.878218,67858.6720594,144381.048102,176322.104785
2015-12-22 04:00:00,Spectral_402988.Chn,58396.7597175,205628.262408,68944.1031752,138845.249549,190139.071335
2015-12-22 05:00:00,Spectral_402989.Chn,57370.1823276,202298.430473,69700.2808373,141939.829496,161833.75295
2015-12-22 06:00:00,Spectral_402990.Chn,56290.409812,202844.47966,68318.9844683,142664.380042,157958.890851
2015-12-22 07:00:00,Spectral_402991.Chn,56859.2945049,205938.062616,69144.9841148,144674.602823,162696.880197
2015-12-22 08:00:00,Spectral_402992.Chn,57012.8561053,205517.041313,68507.2083075,140888.883916,205480.574046
2015-12-22 09:00:00,Spectral_402993.Chn,58249.1626754,201435.277071,67938.4351546,137051.093721,150833.041486
2015-12-22 10:00:00,Spectral_402994.Chn,57617.0283113,202390.782413,69226.2872161,140067.458554,162772.380239
2015-12-22 11:00:00,Spectral_402995.Chn,56608.7430544,204738.137988,69551.1463075,145658.730542,165552.344342
2015-12-22 12:00:00,Spectral_402996.Chn,57222.7251996,206243.055357,69230.8194848,143038.342436,139620.972687
2015-12-22 13:00:00,Spectral_402997.Chn,58105.0789422,205405.844081,68889.7897998,137900.465288,162618.126156
2015-12-22 14:00:00,Spectral_402998.Chn,57499.5203077,203923.801211,68180.8862309,144278.538359,167168.952712
2015-12-22 15:00:00,Spectral_402999.Chn,57919.4072599,203812.556829,69380.6335587,137640.119199,193166.707578
2015-12-22 16:00:00,Spectral_403000.Chn,58698.943091,201295.382836,69011.928231,137674.686582,190218.492152
2015-12-22 17:00:00,Spectral_403001.Chn,57363.2256915,208038.016714,69499.4410644,139573.56653,160653.84029
2015-12-22 18:00:00,Spectral_403002.Chn,57344.8316339,205948.381264,69127.6177906,138525.36813,184211.78437
2015-12-22 19:00:00,Spectral_403003.Chn,56785.2193833,205274.532443,68460.3073081,140504.557063,167493.673801
2015-12-22 20:00:00,Spectral_403004.Chn,56955.2868007,205957.355446,68464.0160086,139836.27674,164328.70785
2015-12-22 21:00:00,Spectral_403005.Chn,58555.0773055,203427.062456,69153.5258049,139771.133636,205925.797937
2015-12-22 22:00:00,Spectral_403006.Chn,56936.5408535,203528.7381,68090.4057536,140404.122749,197991.050109
2015-12-22 23:00:00,Spectral_403007.Chn,57754.6968451,209543.278276,68097.3135307,143869.760039,175466.115899
2015-12-23 00:00:00,Spectral_403008.Chn,57679.7879216,203989.908777,67307.5744257,138423.243251,217449.002679
2015-12-23 01:00:00,Spectral_403009.Chn,57564.4548821,204124.470705,69110.4482304,138794.952408,170715.981603
2015-12-23 02:00:00,Spectral_403010.Chn,56525.4144076,206082.015483,69354.1690466,143743.387052,185130.917995
2015-12-23 03:00:00,Spectral_403011.Chn,57979.3175872,201431.860772,68341.1994046,140191.695078,198510.521401
2015-12-23 04:00:00,Spectral_403012.Chn,58021.8658553,206035.636897,68808.0726692,142549.744193,172372.201945
2015-12-23 05:00:00,Spectral_403013.Chn,57544.0989848,204727.096396,69267.1874761,140677.477414,215718.478078
2015-12-23 06:00:00,Spectral_403014.Chn,57850.6656077,206642.833274,68946.8590245,140436.99694,142860.07225
2015-12-23 07:00:00,Spectral_403015.Chn,57335.9119652,204299.179961,69280.6478153,138137.986013,154055.299376
2015-12-23 08:00:00,Spectral_403016.Chn,58473.7205333,203834.970249,69125.0723094,150399.709199,166305.50937
2015-12-23 09:00:00,Spectral_403017.Chn,57214.3250409,206413.181071,68505.2291505,141199.515119,160724.191943
2015-12-23 10:00:00,Spectral_403018.Chn,57169.7858184,209141.46124,69890.1904387,126326.993126,184711.723234
2015-12-23 11:00:00,Spectral_403019.Chn,57138.2395195,206288.678876,68223.3451073,144048.730797,159330.369667
2015-12-23 12:00:00,Spectral_403020.Chn,56965.0757806,203643.777622,69625.5060362,142705.419397,207241.408635
2015-12-23 13:00:00,Spectral_403021.Chn,57539.61749,202629.508012,68086.8763514,142296.406806,145016.489916
2015-12-23 14:00:00,Spectral_403022.Chn,57522.470638,203942.43002,68614.4388588,145854.759811,160753.559538
2015-12-23 15:00:00,Spectral_403023.Chn,57593.7323801,206453.672078,69156.9434582,148843.815624,183426.149629
2015-12-23 16:00:00,Spectral_403024.Chn,57927.9631367,205858.501358,69253.8762516,139371.56792,186516.026227
2015-12-23 17:00:00,Spectral_403025.Chn,58360.6959505,206890.103685,68962.1401893,143211.617974,181257.207856
2015-12-23 18:00:00,Spectral_403026.Chn,57244.5858713,206904.252516,69876.7464629,134768.222902,150800.720888
2015-12-23 19:00:00,Spectral_403027.Chn,57790.6311145,205007.585449,69308.9073947,144903.113112,162956.214488
2015-12-23 20:00:00,Spectral_403028.Chn,57934.9041614,206218.29984,68721.1530209,141089.965364,167850.525209
2015-12-23 21:00:00,Spectral_403029.Chn,58531.3692474,204270.84073,68327.5621194,70370.6791227,191888.845203
2015-12-23 22:00:00,Spectral_403030.Chn,56873.9768013,204059.957191,68455.8515673,139893.131329,170525.1928
2015-12-23 23:00:00,Spectral_403031.Chn,57384.163,204092.209529,68226.8281756,140852.840858,175932.986558
2015-12-24 00:00:00,Spectral_403032.Chn,57184.451158,204797.128078,67841.8790599,144811.532388,177038.632541
2015-12-24 01:00:00,Spectral_403033.Chn,56034.0587527,204813.676337,67601.948228,143386.930337,166200.385787
2015-12-24 02:00:00,Spectral_403034.Chn,57545.6829937,204686.799692,67860.3740268,143433.514663,159791.965164
2015-12-24 03:00:00,Spectral_403035.Chn,57699.8220708,201641.370473,69113.0695896,136631.049041,207175.199251
2015-12-24 04:00:00,Spectral_403036.Chn,56841.023598,202789.486679,68719.9475284,136631.045165,154277.94075
2015-12-24 05:00:00,Spectral_403037.Chn,57716.2352556,205902.55163,68137.8681237,150746.906082,179736.770602
2015-12-24 06:00:00,Spectral_403038.Chn,58258.5618477,201953.941745,69306.1256774,144059.867603,179900.274568
2015-12-24 07:00:00,Spectral_403039.Chn,57223.4978873,201952.017364,68702.5230578,140592.572983,167189.195539
2015-12-24 08:00:00,Spectral_403040.Chn,56773.1720082,203585.407552,68278.0713288,139500.4738,170586.725048
2015-12-24 09:00:00,Spectral_403041.Chn,57669.9286736,205842.853986,68480.29641,146828.344224,166428.537809
2015-12-24 10:00:00,Spectral_403042.Chn,57733.2420667,203795.436953,68528.8234917,137120.068136,152721.102665
2015-12-24 11:00:00,Spectral_403043.Chn,56609.9790856,204767.768757,69585.4820806,141941.141753,144336.58368
2015-12-24 12:00:00,Spectral_403044.Chn,57333.8433389,204251.765095,67760.6117335,142042.08912,190683.966575
2015-12-24 13:00:00,Spectral_403045.Chn,56620.9615897,202556.275349,68909.153308,141715.246337,190987.027137
2015-12-24 14:00:00,Spectral_403046.Chn,57518.4216873,203880.173003,68454.2455917,125111.590378,160359.600547
2015-12-24 15:00:00,Spectral_403047.Chn,56006.5665244,204605.400215,68182.9781116,141167.72298,148194.240601
2015-12-24 16:00:00,Spectral_403048.Chn,57132.5849409,202759.499796,68332.5027345,145922.847889,172696.309132
2015-12-24 17:00:00,Spectral_403049.Chn,56638.2912121,203854.829258,68545.557495,136493.468876,158923.431544
2015-12-24 18:00:00,Spectral_403050.Chn,57756.6237099,207061.180828,68994.38322,140478.231903,187801.589672
2015-12-24 19:00:00,Spectral_403051.Chn,55805.4495309,202249.562494,67978.5850209,138069.692314,146218.101323
2015-12-24 20:00:00,Spectral_403052.Chn,57238.2042732,205363.528639,67444.3769704,142151.915548,160726.519565
2015-12-24 21:00:00,Spectral_403053.Chn,56834.2673837,206121.297243,68683.878626,140850.745758,159593.575172
2015-12-24 22:00:00,Spectral_403054.Chn,56657.1819041,199709.248631,69057.2583957,136527.578628,137730.005667
2015-12-24 23:00:00,Spectral_403055.Chn,56310.8349302,204263.335208,67673.4432981,139755.455926,175926.586684
2015-12-25 00:00:00,Spectral_403056.Chn,55473.9512021,202322.518384,68820.0970461,70153.4932487,163560.259307
2015-12-25 01:00:00,Spectral_403057.Chn,57187.2312267,204725.772237,68659.4568239,142015.83443,186329.408298
2015-12-25 02:00:00,Spectral_403058.Chn,57195.4896135,202815.927387,67809.909068,138378.851849,150147.769109
2015-12-25 03:00:00,Spectral_403059.Chn,55476.5185743,202083.356558,67416.3615735,143964.721276,173568.928524
2015-12-25 04:00:00,Spectral_403060.Chn,56269.7308853,203906.421517,68846.7953386,140883.724158,165262.733248
2015-12-25 05:00:00,Spectral_403061.Chn,56368.3742568,203460.574822,66491.705446,140183.480212,162444.856944
2015-12-25 06:00:00,Spectral_403062.Chn,56691.8720219,201217.122659,68530.1986808,139302.657551,144166.95678
2015-12-25 07:00:00,Spectral_403063.Chn,56567.4062807,202371.276704,67283.8249676,145465.479206,182571.397573
2015-12-25 08:00:00,Spectral_403064.Chn,58184.8327769,202087.049396,68413.3170909,139552.867643,180510.113028
2015-12-25 09:00:00,Spectral_403065.Chn,56745.3978266,204818.819124,67755.5588526,125258.981291,186351.825633
2015-12-25 10:00:00,Spectral_403066.Chn,57034.3690285,206210.819431,68907.0933395,147048.535171,178729.794162
2015-12-25 11:00:00,Spectral_403067.Chn,57928.6951589,200226.316709,68903.9966275,141060.292104,166456.790572
2015-12-25 12:00:00,Spectral_403068.Chn,57331.2637781,203557.451537,69379.9550568,142751.160778,179806.697277
2015-12-25 13:00:00,Spectral_403069.Chn,55653.0063487,203411.389182,68461.1579099,143133.832731,163887.767597
2015-12-25 14:00:00,Spectral_403070.Chn,56916.1839551,202590.858729,67834.2685177,146124.652126,161429.997618
2015-12-25 15:00:00,Spectral_403071.Chn,57488.621333,203854.501504,68294.630549,145117.088044,174687.599106
2015-12-25 16:00:00,Spectral_403072.Chn,56547.377749,205208.089536,67617.9995619,138431.263772,144997.698747
2015-12-25 17:00:00,Spectral_403073.Chn,56848.4796145,201180.002088,68355.6484617,139223.346014,151023.678874
2015-12-25 18:00:00,Spectral_403074.Chn,56459.5138679,202019.137874,67959.774645,137833.934397,150741.731268
2015-12-25 19:00:00,Spectral_403075.Chn,56719.9877916,204252.487676,68669.4668043,141923.629936,160533.941721
2015-12-25 20:00:00,Spectral_403076.Chn,57089.3756688,205077.270646,68182.9691526,141545.934069,189333.527831
2015-12-25 21:00:00,Spectral_403077.Chn,57059.1195919,199598.41343,67596.8728487,141118.562434,154362.46514
2015-12-25 22:00:00,Spectral_403078.Chn,56654.9033994,200607.745766,69526.4700502,140571.973024,152436.165416
2015-12-25 23:00:00,Spectral_403079.Chn,57177.6586085,202620.127998,68614.5534743,138919.313952,165497.783634
2015-12-26 00:00:00,Spectral_403080.Chn,58119.6489214,203513.512481,68235.8850142,142529.122914,181720.712482
2015-12-26 01:00:00,Spectral_403081.Chn,56761.7437779,202295.128703,68096.5257705,140543.236383,204644.771133
2015-12-26 02:00:00,Spectral_403082.Chn,56520.3927895,201841.161619,67935.6152748,122067.170988,170893.805872
2015-12-26 03:00:00,Spectral_403083.Chn,56533.4389207,204573.544619,68269.022586,138943.972473,164895.30122
2015-12-26 04:00:00,Spectral_403084.Chn,56610.2797522,201958.325354,67622.204188,136426.121131,213553.97839
2015-12-26 05:00:00,Spectral_403085.Chn,56596.387189,201312.567525,67751.9666434,138560.540004,210387.314124
2015-12-26 06:00:00,Spectral_403086.Chn,57570.5366571,203174.270258,68275.4514923,141090.011875,201219.523131
2015-12-26 07:00:00,Spectral_403087.Chn,57594.0165397,203952.580572,68757.2805993,137399.047893,189655.379208
2015-12-26 08:00:00,Spectral_403088.Chn,57580.1238575,202494.141473,69093.5139191,136996.198139,153129.036547
2015-12-26 09:00:00,Spectral_403089.Chn,57428.832413,198954.033547,66626.5576855,130615.75826,187283.995659
2015-12-26 10:00:00,Spectral_403090.Chn,57229.7178164,199492.687929,67830.643711,133912.066997,192697.879536
2015-12-26 11:00:00,Spectral_403091.Chn,56305.1328018,201334.396121,67856.3961331,140059.661958,164619.846626
2015-12-26 12:00:00,Spectral_403092.Chn,56180.0270733,203727.110164,69008.4670492,139050.53397,160376.205771
2015-12-26 13:00:00,Spectral_403093.Chn,58144.5144951,199933.657649,66897.104855,131163.19598,190901.131882
2015-12-26 14:00:00,Spectral_403094.Chn,57463.6466454,200546.837902,69005.2640245,138364.455493,206980.422971
2015-12-26 15:00:00,Spectral_403095.Chn,56354.1307999,201246.956214,68275.5959819,135615.485075,188474.611041
2015-12-26 16:00:00,Spectral_403096.Chn,56884.9880584,202758.28002,67294.2981208,132439.804063,149156.275588
2015-12-26 17:00:00,Spectral_403097.Chn,57846.3258434,204416.981916,68200.0509742,140552.3213,161457.318397
2015-12-26 18:00:00,Spectral_403098.Chn,56879.6694828,202531.058851,68007.2492523,137839.564387,150430.650109
2015-12-26 19:00:00,Spectral_403099.Chn,57814.122939,201003.330378,67706.4946224,140314.092761,157028.10013
2015-12-26 20:00:00,Spectral_403100.Chn,56608.8562175,204952.437773,68691.5805166,134376.943812,179869.793504
2015-12-26 21:00:00,Spectral_403101.Chn,55090.7531146,199377.099264,67863.5324544,138599.299779,194679.463279
2015-12-26 22:00:00,Spectral_403102.Chn,57156.0908385,202801.992149,69021.3723093,132056.049953,196816.924827
2015-12-26 23:00:00,Spectral_403103.Chn,56446.827557,205619.488568,69120.438454,145514.344707,167714.710283
2015-12-27 00:00:00,Spectral_403104.Chn,56341.01821,203392.005972,67291.9463694,143347.926991,148026.102946
2015-12-27 01:00:00,Spectral_403105.Chn,57517.170906,200445.349798,68799.6709023,136470.751247,165108.533928
2015-12-27 02:00:00,Spectral_403106.Chn,57550.3752281,204632.996056,68747.138616,144634.953391,164829.095277
2015-12-27 03:00:00,Spectral_403107.Chn,57280.4636572,202015.392167,67607.6246634,140036.398713,165613.00505
2015-12-27 04:00:00,Spectral_403108.Chn,57157.1732461,204522.690589,68037.4797061,139070.951199,159374.255052
2015-12-27 05:00:00,Spectral_403109.Chn,56939.1115636,202885.246637,67925.4017189,140722.052246,203204.723712
2015-12-27 06:00:00,Spectral_403110.Chn,57810.5600686,202598.405885,67978.4258108,127745.423514,172830.106025
2015-12-27 07:00:00,Spectral_403111.Chn,56404.0395437,205896.661337,68157.9125497,144864.065352,185364.127334
2015-12-27 08:00:00,Spectral_403112.Chn,57259.7646107,201119.012549,68090.3874026,136428.196464,150222.872287
2015-12-27 09:00:00,Spectral_403113.Chn,56184.4275378,202669.665874,68044.2895078,139152.353318,202778.080983
2015-12-27 10:00:00,Spectral_403114.Chn,56238.9025096,202525.924698,68935.7804913,138866.114539,144832.571888
2015-12-27 11:00:00,Spectral_403115.Chn,57202.3856943,200363.020103,68246.2750358,138517.958009,187070.745415
2015-12-27 12:00:00,Spectral_403116.Chn,56690.1208383,205355.079598,68142.4187192,141789.752787,174414.468486
2015-12-27 13:00:00,Spectral_403117.Chn,57771.0236573,199658.799033,68472.3668589,64887.1762091,201003.31021
2015-12-27 14:00:00,Spectral_403118.Chn,57349.0672601,205194.370754,68506.5381793,141450.18109,168717.281546
2015-12-27 15:00:00,Spectral_403119.Chn,57009.713313,200154.163447,67892.2031073,135246.886963,161194.741322
2015-12-27 16:00:00,Spectral_403120.Chn,57110.478476,201101.536657,67346.4489024,136932.615184,147507.377141
2015-12-27 17:00:00,Spectral_403121.Chn,56750.6699429,198769.772933,68792.5715918,137619.942506,199147.500124
2015-12-27 18:00:00,Spectral_403122.Chn,56654.4550578,202883.571508,67163.4322024,135044.0576,152966.620401
2015-12-27 19:00:00,Spectral_403123.Chn,57467.5375963,202977.752278,68458.1719701,137990.651438,153907.619025
2015-12-27 20:00:00,Spectral_403124.Chn,57056.2204831,200350.506195,67962.6499935,139238.708729,171928.109886
2015-12-27 21:00:00,Spectral_403125.Chn,56289.1520002,202356.736592,69057.5737425,141597.892334,159505.034411
2015-12-27 22:00:00,Spectral_403126.Chn,57256.3797722,204298.533083,68404.5536581,141599.228521,174114.865442
2015-12-27 23:00:00,Spectral_403127.Chn,56434.6687467,203828.434906,67888.848917,136148.375444,144391.115471
2015-12-28 00:00:00,Spectral_403128.Chn,56877.9472243,203349.385006,68089.6392821,139384.237582,147730.573169
2015-12-28 01:00:00,Spectral_403129.Chn,57324.3489356,203634.517702,68879.8164914,139608.972477,149540.30613
2015-12-28 02:00:00,Spectral_403130.Chn,56736.6975172,203969.934692,67181.9279103,137246.635085,159646.614317
2015-12-28 03:00:00,Spectral_403131.Chn,57238.9580799,201113.403621,68550.1148703,133744.638989,194246.446384
2015-12-28 04:00:00,Spectral_403132.Chn,57661.5556769,203533.106453,68692.6199634,136077.277869,160256.859581
2015-12-28 05:00:00,Spectral_403133.Chn,57430.2257967,206061.090865,68267.5989829,137822.431893,172362.486354
2015-12-28 06:00:00,Spectral_403134.Chn,56042.1354799,202427.685387,67711.9955745,134284.680441,154218.310188
2015-12-28 07:00:00,Spectral_403135.Chn,56914.4812391,203047.708272,67295.8919325,139610.566603,193995.736908
2015-12-28 08:00:00,Spectral_403136.Chn,57424.0321528,203852.217356,68433.822038,133791.728497,161588.664492
2015-12-28 09:00:00,Spectral_403137.Chn,57476.8575335,204337.618264,67977.7301239,144783.217893,175559.21555
2015-12-28 10:00:00,Spectral_403138.Chn,57024.9890505,206538.872838,67025.859757,125623.261434,177451.499547
2015-12-28 11:00:00,Spectral_403139.Chn,56811.2950849,204430.341341,66953.6809983,136987.554712,152709.77206
2015-12-28 12:00:00,Spectral_403140.Chn,57847.1412822,202711.247659,68695.5904185,141465.566653,182455.543771
2015-12-28 13:00:00,Spectral_403141.Chn,56834.8399843,206777.598222,67747.3219972,144273.298069,174166.404281
2015-12-28 14:00:00,Spectral_403142.Chn,58117.0482025,203601.023725,68949.0015444,137659.616525,156622.222861
2015-12-28 15:00:00,Spectral_403143.Chn,57076.0559743,204179.530067,68503.1247767,135612.829975,162348.857257
2015-12-28 16:00:00,Spectral_403144.Chn,56127.6065173,202604.029961,69222.1582175,136855.125233,202444.06979
2015-12-28 17:00:00,Spectral_403145.Chn,56094.8203576,205194.213971,69090.6890737,142705.259642,156927.985498
2015-12-28 18:00:00,Spectral_403146.Chn,55811.3001898,204001.74767,69613.9756995,141731.742317,157573.453767
2015-12-28 19:00:00,Spectral_403147.Chn,57423.154143,206666.132823,66842.8080529,143293.238781,176247.620522
2015-12-28 20:00:00,Spectral_403148.Chn,56155.5718384,201873.817197,68410.3416096,140538.878264,198679.173325
2015-12-28 21:00:00,Spectral_403149.Chn,56917.145682,206544.299498,67140.8467555,131023.880028,178852.680264
