 # MagPy ASCII
Time,"File",CountsBa[],CountsCs[],CountsBi1120[],CountsBi1764[],CountsAll[],CountsMCA(Bi1764)[],CountsSCA(Ch291)[],ChannelShift(Max_near_291)[]
2016-03-20 06:00:00,Spectral_405126.Chn,916704.33948,203556.105856,8487.09067491,8839.78289415,26941.0076628,751.759420425,771.368421053,2.82156133829
2016-03-20 07:00:00,Spectral_405127.Chn,916738.994047,203355.477132,8550.05609259,8790.64160589,27946.2384615,752.209976614,802.192982456,2.7249070632
2016-03-20 08:00:00,Spectral_405128.Chn,920146.547277,204174.599083,8279.24887328,8625.77081494,26608.1658007,739.747386962,710.389830508,2.66171003717
2016-03-20 09:00:00,Spectral_405129.Chn,918043.407432,203632.536483,8247.70624974,8562.6421383,25047.9914286,731.319650412,722.0,2.88847583643
2016-03-20 10:00:00,Spectral_405130.Chn,918187.861198,203524.43708,8445.98953556,8650.29133509,25704.9096618,736.633997291,716.910714286,2.95167286245
2016-03-20 11:00:00,Spectral_405131.Chn,916696.073487,204311.802285,8110.81318997,8421.83733772,24907.8420622,720.930587858,716.75,3.08178438662
2016-03-20 12:00:00,Spectral_405132.Chn,917595.144848,204028.859533,8106.61690758,8762.10996859,26512.9279919,751.451125324,785.966101695,2.98513011152
2016-03-20 13:00:00,Spectral_405133.Chn,922701.92651,204262.712982,8473.090776,8478.77950643,25907.4444444,729.985351741,724.016949153,2.85501858736
2016-03-20 14:00:00,Spectral_405134.Chn,918874.542408,203407.699978,8521.2204859,8813.254696,27278.1218868,746.444650739,787.881355932,2.82156133829
2016-03-20 15:00:00,Spectral_405135.Chn,917833.411848,203507.260444,8452.42357399,8803.60403883,26379.5772059,750.625849128,812.694915254,2.82156133829
2016-03-20 16:00:00,Spectral_405136.Chn,916746.629655,202920.18339,8523.69915027,8577.34252595,25444.2364066,732.443799376,775.533333333,2.82156133829
2016-03-20 17:00:00,Spectral_405137.Chn,920103.959221,203783.034655,8618.42271103,8585.07534995,25970.3849206,731.612411022,740.4,2.98513011152
2016-03-20 18:00:00,Spectral_405138.Chn,915620.550823,203324.741939,8619.40766797,8535.02055954,26471.2028986,722.960059673,748.118644068,2.59479553903
2016-03-20 19:00:00,Spectral_405139.Chn,914650.802952,204052.917653,8610.96080471,8502.71251915,26204.4284436,719.880155861,747.982758621,2.95167286245
2016-03-20 20:00:00,Spectral_405140.Chn,920773.792135,203624.830287,8401.98698161,8528.12383601,25316.2777778,733.244064629,778.087719298,2.75836431227
2016-03-20 21:00:00,Spectral_405141.Chn,915697.577851,203820.36916,8286.7088684,8577.7364123,25375.1797753,734.186403155,724.0,3.08178438662
2016-03-20 22:00:00,Spectral_405142.Chn,917288.211193,204025.281613,8297.89828038,8601.07089776,26351.3857143,731.868067682,743.166666667,2.98513011152
2016-03-20 23:00:00,Spectral_405143.Chn,919201.075003,203118.705201,8586.49315031,8550.39283374,26486.4871795,721.184025645,730.98245614,2.78810408922
2016-03-21 00:00:00,Spectral_405144.Chn,915309.969991,203465.759345,8265.43913854,8770.42974428,26611.3454301,750.169790864,694.862068966,3.2750929368
2016-03-21 01:00:00,Spectral_405145.Chn,918272.580609,203706.03981,8244.53295843,8787.42134658,28173.8747272,745.897195697,785.677419355,2.82156133829
2016-03-21 02:00:00,Spectral_405146.Chn,919132.156258,203601.075394,8319.95979242,8637.77801755,25984.8625731,744.785407633,702.474576271,2.88847583643
2016-03-21 03:00:00,Spectral_405147.Chn,917720.325891,203256.651989,8542.26327357,8511.98420895,25143.7223265,721.695806473,770.122807018,2.91821561338
2016-03-21 04:00:00,Spectral_405148.Chn,918225.042463,202720.385324,8446.84465241,8649.49322255,25025.8373016,740.211527675,718.169491525,2.85501858736
2016-03-21 05:00:00,Spectral_405149.Chn,915880.927414,203202.805354,8487.65500514,8773.0692442,27554.0251546,746.454883516,739.610169492,2.85501858736
2016-03-21 06:00:00,Spectral_405150.Chn,916609.824368,202344.686571,8341.05663943,8741.2359699,27368.6054054,748.025925815,739.813559322,3.08178438662
2016-03-21 07:00:00,Spectral_405151.Chn,918578.021132,204049.951026,8774.84284251,8728.66490072,27014.8214286,751.258516818,718.967741935,2.85501858736
2016-03-21 08:00:00,Spectral_405152.Chn,918017.243262,203298.598732,8388.21600133,8628.55168492,26399.2285141,728.219280064,796.271186441,3.01486988848
2016-03-21 09:00:00,Spectral_405153.Chn,915098.948455,203708.797359,8056.33404449,8625.63056661,25511.7641509,733.891284674,743.229508197,2.95167286245
2016-03-21 10:00:00,Spectral_405154.Chn,917152.359144,203776.68169,8419.62235134,8445.68756348,25542.6063158,716.76892224,754.344262295,3.01486988848
2016-03-21 11:00:00,Spectral_405155.Chn,919767.556459,203116.68731,8535.97290176,8695.7283144,27820.13,743.199644059,744.4,3.08178438662
2016-03-21 12:00:00,Spectral_405156.Chn,916293.270331,203463.148056,8487.73437507,8771.3602667,27411.0358686,742.026499331,734.543859649,3.04832713755
2016-03-21 13:00:00,Spectral_405157.Chn,918891.676874,203220.611669,8167.18542989,8505.83095997,26371.1419753,727.502957851,728.06779661,3.17843866171
2016-03-21 14:00:00,Spectral_405158.Chn,916452.373537,203424.962629,8518.090438,8417.21069944,24814.1941489,718.551501483,713.966101695,2.95167286245
2016-03-21 15:00:00,Spectral_405159.Chn,915530.847242,203577.751224,8283.93513884,8420.36256156,24563.9557486,725.983813941,689.033898305,2.95167286245
2016-03-21 16:00:00,Spectral_405160.Chn,917068.845159,204293.202433,8222.91389209,8508.27616144,25359.6915394,726.568094611,726.966101695,3.17843866171
2016-03-21 17:00:00,Spectral_405161.Chn,916091.068312,202555.269109,8474.88800184,8579.12843969,26448.9814815,731.656613737,746.724137931,3.08178438662
2016-03-21 18:00:00,Spectral_405162.Chn,917827.285447,203718.391185,8388.66476891,8737.62985078,27432.7571429,749.974661499,717.033898305,3.3717472119
2016-03-21 19:00:00,Spectral_405163.Chn,919387.448223,204879.880476,8123.02774932,8531.44223582,25951.2857143,717.604943186,710.431034483,3.17472118959
2016-03-21 20:00:00,Spectral_405164.Chn,915336.236709,203736.825536,8426.27192544,8633.03050257,26217.2996633,741.51489386,736.338983051,3.24163568773
2016-03-21 21:00:00,Spectral_405165.Chn,915269.430988,203491.541092,8556.55855521,8469.00831553,24868.2733333,724.687932879,728.775862069,3.24163568773
2016-03-21 22:00:00,Spectral_405166.Chn,917249.880896,204426.636668,8368.97433405,8785.54827929,26212.6498494,746.094727188,717.360655738,3.24163568773
2016-03-21 23:00:00,Spectral_405167.Chn,915223.883568,203799.103338,8226.64332023,8843.08788606,28004.184953,756.815062851,789.245614035,3.33828996283
2016-03-22 00:00:00,Spectral_405168.Chn,917185.405725,204011.85651,8281.88022225,8679.68591002,26583.4300203,741.021086782,757.366666667,3.50185873606
2016-03-22 01:00:00,Spectral_405169.Chn,915782.18928,203369.340987,8486.92632229,8897.23587937,26846.1642857,754.460315943,718.413793103,3.2750929368
2016-03-22 02:00:00,Spectral_405170.Chn,917041.298857,203139.431611,8399.39597181,8729.89170447,25734.4655172,728.440713704,736.192982456,3.17472118959
2016-03-22 03:00:00,Spectral_405171.Chn,914452.97,203906.871055,8244.14790555,8397.71259538,25510.6387755,716.592490107,768.931034483,3.01486988848
2016-03-22 04:00:00,Spectral_405172.Chn,919460.447928,203094.696138,8287.60198752,8752.7985027,25465.7312312,741.171958327,772.423728814,3.11152416357
2016-03-22 05:00:00,Spectral_405173.Chn,917262.057433,203507.698638,8622.33490079,8910.54186299,27211.372093,764.210061461,785.262295082,3.24163568773
2016-03-22 06:00:00,Spectral_405174.Chn,919156.726707,203044.025762,8414.07589596,8831.1756798,27639.6724138,754.664435565,771.5,3.2750929368
2016-03-22 07:00:00,Spectral_405175.Chn,916729.60168,204062.238991,8332.83029489,8572.01749594,25289.7439024,729.146493345,752.166666667,2.91821561338
2016-03-22 08:00:00,Spectral_405176.Chn,918074.757563,203858.849949,8371.45366931,8642.10153109,25005.64838,745.370606959,761.033898305,3.04832713755
2016-03-22 09:00:00,Spectral_405177.Chn,919156.981461,204268.699699,8477.65421272,8504.77805557,26374.6851852,723.623527676,726.631578947,2.98513011152
2016-03-22 10:00:00,Spectral_405178.Chn,916747.535342,203535.878362,8300.71384198,8630.29560276,26608.2142857,736.082149446,730.862068966,2.98513011152
2016-03-22 11:00:00,Spectral_405179.Chn,917300.556755,203622.19956,8498.58995166,8415.41677733,26364.6183333,717.455920845,696.754098361,2.88847583643
2016-03-22 12:00:00,Spectral_405180.Chn,917620.448313,204928.707483,8360.71430866,8636.92315448,25492.6931476,736.656014174,730.844827586,3.17843866171
2016-03-22 13:00:00,Spectral_405181.Chn,915922.737005,203818.433847,8250.51701874,8556.93930997,24492.2961957,726.744308621,775.540983607,2.91821561338
2016-03-22 14:00:00,Spectral_405182.Chn,918095.977,203382.697647,8249.78965971,8487.20955556,25776.5675136,725.984740347,749.237288136,2.66171003717
2016-03-22 15:00:00,Spectral_405183.Chn,918148.149403,203762.480506,8643.75982043,8687.91669752,25511.4805195,743.417723745,757.813559322,2.95167286245
2016-03-22 16:00:00,Spectral_405184.Chn,915155.775231,203485.500434,8573.3328717,8602.53773722,27179.8975008,733.55674842,789.103448276,2.7249070632
2016-03-22 17:00:00,Spectral_405185.Chn,914136.418993,203587.6908,8404.8762789,8638.17214079,27394.9193548,740.990144879,780.474576271,2.98513011152
2016-03-22 18:00:00,Spectral_405186.Chn,919364.290541,203375.767957,8415.63464306,8563.36669217,24896.0616883,733.325580716,766.387096774,3.08178438662
2016-03-22 19:00:00,Spectral_405187.Chn,916320.752931,204059.970233,8310.76842088,8765.40090205,26283.5673077,755.802468389,766.868852459,3.04832713755
2016-03-22 20:00:00,Spectral_405188.Chn,916685.516393,203268.535758,8530.53877752,8543.39064878,26166.9545455,731.204859078,745.107142857,3.08178438662
2016-03-22 21:00:00,Spectral_405189.Chn,917999.727746,203289.452933,8651.22145833,8427.39431855,25919.8658537,714.672326565,754.8,2.91821561338
2016-03-22 22:00:00,Spectral_405190.Chn,915924.318885,203714.01101,8464.82830785,8550.43440332,24983.5357143,730.883167028,724.93220339,3.14498141264
2016-03-22 23:00:00,Spectral_405191.Chn,918495.753547,203563.577247,8220.16734703,8884.12887935,28592.1983607,753.60393253,768.25862069,2.95167286245
2016-03-23 00:00:00,Spectral_405192.Chn,915156.480091,203854.261695,8450.37031281,8781.78395026,26909.8708709,744.783937693,736.31147541,3.08178438662
2016-03-23 01:00:00,Spectral_405193.Chn,919355.5574,203955.807834,8240.19440122,8595.8212357,25859.5606452,738.626261622,708.779661017,3.04832713755
2016-03-23 02:00:00,Spectral_405194.Chn,915998.794757,204312.857803,8550.64226077,8810.48534337,27260.6677019,746.462763131,744.305084746,3.21189591078
2016-03-23 03:00:00,Spectral_405195.Chn,915529.774876,204080.297556,8509.80839276,8889.78647766,27873.835443,765.053403437,752.305084746,3.2750929368
2016-03-23 04:00:00,Spectral_405196.Chn,918252.788938,203586.752654,8924.11234743,8680.80383934,26787.6666667,740.781399816,760.275862069,2.95167286245
2016-03-23 05:00:00,Spectral_405197.Chn,916110.018154,204330.267584,8480.7224689,8433.82123472,24945.2638889,720.274491012,730.37704918,3.14498141264
2016-03-23 06:00:00,Spectral_405198.Chn,918264.721425,204244.582892,8685.80673372,8778.79058654,27702.6172624,748.098379552,747.406779661,3.04832713755
2016-03-23 07:00:00,Spectral_405199.Chn,917286.290225,203846.734077,8106.72981662,8622.36700988,24437.22,738.878946632,712.363636364,3.17843866171
2016-03-23 08:00:00,Spectral_405200.Chn,916476.198743,204197.561237,8226.38544977,8651.93106048,25509.4285714,738.226087779,764.933333333,2.82156133829
2016-03-23 09:00:00,Spectral_405201.Chn,917095.668006,203464.363718,8706.92335031,8686.2805996,26499.460943,740.900120825,787.85,2.85501858736
2016-03-23 22:00:00,Spectral_405214.Chn,917925.90508,203273.660459,8567.39032554,8787.63262742,27113.1785185,742.512913376,821.368421053,3.20817843866
2016-03-23 23:00:00,Spectral_405215.Chn,915626.99495,204015.55614,8267.86788039,8521.18285598,26250.4232737,725.186360151,721.762711864,3.43494423792
2016-03-24 00:00:00,Spectral_405216.Chn,918024.675114,204517.379162,8589.38023341,8548.3542539,27231.40625,721.903636038,778.633333333,3.30483271375
2016-03-24 01:00:00,Spectral_405217.Chn,916099.106807,204129.716446,8322.38113719,8499.53660123,24540.5425101,725.854740024,719.576271186,3.46840148699
2016-03-24 02:00:00,Spectral_405218.Chn,917481.967121,203278.740526,8258.79591743,8846.87757321,27555.0645161,756.152353793,731.576271186,3.14498141264
2016-03-24 03:00:00,Spectral_405219.Chn,915884.268963,204220.195062,8340.18310176,8631.13463791,25822.5625,740.152766496,707.881355932,3.3717472119
2016-03-24 04:00:00,Spectral_405220.Chn,913208.402195,204605.451854,8436.96062445,8646.22335776,26997.3706897,733.266381294,741.456140351,3.33828996283
2016-03-24 05:00:00,Spectral_405221.Chn,913836.538521,204283.130801,8683.65543667,8624.71648567,26019.202381,736.495342076,802.0,3.20817843866
2016-03-24 06:00:00,Spectral_405222.Chn,916280.13185,204409.730531,8609.80681952,8718.83042365,26765.3534208,736.761159807,786.350877193,3.30483271375
2016-03-24 07:00:00,Spectral_405223.Chn,918721.689503,203934.563633,8550.0627269,8773.53520488,26527.6488718,753.329145253,691.793103448,3.56505576208
2016-03-24 08:00:00,Spectral_405224.Chn,916576.956806,203400.738747,8425.88473675,8835.10941906,25776.8975332,751.863492757,779.614035088,3.43494423792
2016-03-24 09:00:00,Spectral_405225.Chn,915045.376676,203451.021621,8313.49771233,8681.81511384,27135.8518519,741.415651023,719.385964912,3.24163568773
2016-03-24 10:00:00,Spectral_405226.Chn,916165.676775,203220.822762,8297.03336692,8647.02874448,26160.2900609,736.855810195,743.220338983,3.3717472119
2016-03-24 11:00:00,Spectral_405227.Chn,913207.715168,203188.430797,8454.35444627,8733.37697161,27068.8776797,743.665867895,752.5,3.33828996283
2016-03-24 12:00:00,Spectral_405228.Chn,914262.816001,203878.653847,8296.69531149,8483.02333415,26540.5482759,725.483300805,725.852459016,3.59851301115
2016-03-24 13:00:00,Spectral_405229.Chn,916664.649432,203341.909562,8338.15088101,8713.1568135,26105.6463415,740.283592701,735.0,3.46840148699
2016-03-24 14:00:00,Spectral_405230.Chn,916435.575644,204300.709603,8465.83686628,8705.95864451,26840.6595588,740.433164954,775.879310345,3.01486988848
2016-03-24 15:00:00,Spectral_405231.Chn,915191.674694,203276.769279,8546.96031683,8540.08004616,26016.6666667,722.751778781,746.05,3.21189591078
2016-03-24 16:00:00,Spectral_405232.Chn,912758.025652,203509.600564,8362.405455,8902.68586788,26728.4227586,761.443183601,769.4,3.24163568773
2016-03-24 17:00:00,Spectral_405233.Chn,916266.624243,203637.103257,8537.52762283,8642.69701387,26246.3574561,736.962621421,731.847457627,3.24163568773
2016-03-24 18:00:00,Spectral_405234.Chn,914872.070293,202202.775669,8400.69369935,8512.65763474,25545.8339146,726.135289758,702.542372881,3.3717472119
2016-03-24 19:00:00,Spectral_405235.Chn,914290.173582,204710.542343,8313.44104377,8800.86499157,26179.3832176,753.759858459,786.5,3.11152416357
2016-03-24 20:00:00,Spectral_405236.Chn,914900.007716,204543.701483,8400.00134223,8405.72033193,24052.9517241,712.816772103,764.431034483,3.20817843866
2016-03-24 21:00:00,Spectral_405237.Chn,915011.619453,203452.210989,8370.3718387,8455.76680086,26220.4572508,718.001560271,733.62295082,3.20817843866
2016-03-24 22:00:00,Spectral_405238.Chn,914938.757372,203712.319933,8433.37955642,8828.30894383,26278.0634058,756.459382534,753.966666667,3.46840148699
2016-03-24 23:00:00,Spectral_405239.Chn,917367.504343,204264.727572,8581.90890282,8679.11565185,26284.2058824,744.248930544,740.551724138,3.56505576208
2016-03-25 00:00:00,Spectral_405240.Chn,917235.987698,203927.825682,8283.34760114,8713.56683587,26747.2971138,748.261838287,740.2,3.59851301115
2016-03-25 01:00:00,Spectral_405241.Chn,915913.615494,203979.956182,8744.2982789,8466.42171283,25923.8260241,720.953927517,754.929824561,3.20817843866
2016-03-25 02:00:00,Spectral_405242.Chn,915413.503189,203239.159253,8475.15387949,8607.44367626,25873.2148739,731.606453389,737.5,3.2750929368
2016-03-25 03:00:00,Spectral_405243.Chn,912436.469753,203723.38092,8367.96568993,8713.57134035,26780.01,751.710269451,741.684210526,3.33828996283
2016-03-25 04:00:00,Spectral_405244.Chn,918114.524493,204145.918337,8474.79848027,8945.89012366,27687.5294118,768.392654598,734.933333333,3.46840148699
2016-03-25 05:00:00,Spectral_405245.Chn,915608.076681,203693.261609,8425.80779556,8749.99380514,25921.3142857,744.010437965,762.396551724,3.33828996283
2016-03-25 06:00:00,Spectral_405246.Chn,911992.385788,203031.11485,8458.56501881,8749.3376148,26097.1976744,753.761853367,760.118644068,3.33828996283
2016-03-25 07:00:00,Spectral_405247.Chn,915742.953395,203799.6742,8482.09803136,8437.72961386,25246.32,717.887088209,772.034482759,3.24163568773
2016-03-25 08:00:00,Spectral_405248.Chn,914217.200896,204262.398397,8547.81050069,8644.84678181,25206.3571429,742.712306023,740.033333333,3.14498141264
2016-03-25 09:00:00,Spectral_405249.Chn,914963.609823,203518.601685,8403.43882178,8526.23747943,28178.3125926,727.416665733,741.129032258,3.24163568773
2016-03-25 10:00:00,Spectral_405250.Chn,913872.150116,204184.181671,8375.36604247,8619.6506224,25835.8831909,733.203790843,793.74137931,3.11152416357
2016-03-25 11:00:00,Spectral_405251.Chn,911323.566189,203614.792994,8293.37789286,8534.58507158,26677.5482399,725.463935733,712.01754386,3.30855018587
2016-03-25 12:00:00,Spectral_405252.Chn,913015.135892,204308.836018,8404.32539288,8530.31976635,26259.5,724.643716544,720.155172414,3.40520446097
2016-03-25 13:00:00,Spectral_405253.Chn,913883.178831,203652.865585,8828.2394353,8299.01287259,24500.76,711.823834747,700.084745763,3.3717472119
2016-03-25 14:00:00,Spectral_405254.Chn,911716.89717,204003.049674,8536.07302487,9026.4905857,28271.5430293,776.149459034,724.918032787,3.56505576208
2016-03-25 15:00:00,Spectral_405255.Chn,915073.383179,203313.248623,8376.6185719,8929.47376048,28450.9285714,756.683429688,766.793103448,3.40520446097
2016-03-25 16:00:00,Spectral_405256.Chn,918910.086745,203614.609603,8382.36479589,8582.55551239,24132.0812568,733.262455225,722.305084746,3.3717472119
2016-03-25 17:00:00,Spectral_405257.Chn,916448.97816,203451.646689,8517.69920991,8709.13695601,26611.1,741.284696043,770.827586207,3.59851301115
2016-03-25 18:00:00,Spectral_405258.Chn,916854.777128,203927.095061,8616.30239163,8689.99924004,27770.1870103,731.026283413,765.066666667,3.49814126394
2016-03-25 19:00:00,Spectral_405259.Chn,916327.420742,203683.576931,8261.55223345,8833.8590434,27854.7777778,759.656046629,750.0,3.3717472119
2016-03-25 20:00:00,Spectral_405260.Chn,914164.142862,203158.636058,8693.79849489,8694.62104026,27025.9052795,735.03233692,737.966666667,3.53159851301
2016-03-25 21:00:00,Spectral_405261.Chn,912955.046599,202986.663539,8234.13149626,9010.26499695,28002.9532164,769.927834898,764.732142857,3.46840148699
2016-03-25 22:00:00,Spectral_405262.Chn,912439.702156,203157.557392,8422.32014474,8722.91217397,25696.0604396,745.080501705,717.711864407,3.2750929368
2016-03-25 23:00:00,Spectral_405263.Chn,916460.624114,204495.666547,8379.21238854,8802.48109883,27486.2838661,748.004205585,726.576271186,3.33828996283
2016-03-26 00:00:00,Spectral_405264.Chn,913772.23445,203673.743198,8244.88713549,8566.37168794,25442.5833333,736.896276027,752.31147541,3.46840148699
2016-03-26 01:00:00,Spectral_405265.Chn,914109.12726,203762.996626,8384.87714983,8731.60772134,25036.6451613,749.21916154,764.633333333,3.3717472119
2016-03-26 02:00:00,Spectral_405266.Chn,914888.712738,203813.595103,8686.71590424,8722.24788401,26254.857732,748.719023049,766.576271186,3.33828996283
2016-03-26 03:00:00,Spectral_405267.Chn,916387.796587,203402.241678,8575.7307009,8620.19455885,26719.7994505,724.080603927,683.7,3.43866171004
2016-03-26 04:00:00,Spectral_405268.Chn,913848.126756,204135.606383,8522.35039603,8645.21120744,25566.2432432,743.227550924,745.310344828,3.14498141264
2016-03-26 05:00:00,Spectral_405269.Chn,913739.872571,203246.428232,8364.67192031,8598.40123235,26231.1794872,733.135148227,766.796610169,3.69516728625
2016-03-26 06:00:00,Spectral_405270.Chn,915540.715323,203277.412585,8684.27406673,8630.45008083,27736.4947368,738.402373165,745.568965517,3.3717472119
2016-03-26 07:00:00,Spectral_405271.Chn,911998.615983,203319.434158,8318.11480724,8507.75758649,26440.1076378,724.960123181,675.034482759,3.24163568773
2016-03-26 08:00:00,Spectral_405272.Chn,914826.251968,203636.612511,8382.217953,8748.32773406,27025.5,749.94550252,736.684210526,3.56505576208
2016-03-26 09:00:00,Spectral_405273.Chn,915928.833172,203738.403807,8432.01385249,8413.75891402,23645.3586957,720.519495696,670.189655172,3.46840148699
2016-03-26 10:00:00,Spectral_405274.Chn,915029.84078,204553.127291,8600.55777944,8608.25911391,25926.6945482,736.23473227,765.0,3.43494423792
2016-03-26 11:00:00,Spectral_405275.Chn,915314.181463,203293.142078,8265.45467651,8628.74889781,27082.1566265,740.791033387,720.186440678,3.66171003717
2016-03-26 12:00:00,Spectral_405276.Chn,917058.814252,202689.828342,8554.71566698,8736.15439024,25572.4354839,756.423221081,696.508474576,3.56505576208
2016-03-26 13:00:00,Spectral_405277.Chn,916874.694148,203449.908461,8492.66002215,8809.51049805,26282.875,745.919586957,778.278688525,3.20817843866
2016-03-26 14:00:00,Spectral_405278.Chn,915593.470557,202929.264849,8452.12676849,8676.71589356,26717.0666667,744.990486294,708.540983607,3.43494423792
2016-03-26 15:00:00,Spectral_405279.Chn,914532.139203,203729.105653,8213.1789208,8656.95892775,26833.0588235,733.870766819,724.3,3.43494423792
2016-03-26 16:00:00,Spectral_405280.Chn,913677.177453,203849.305787,8407.5865882,8656.14795727,26640.6340996,734.897784352,793.9,3.40148698885
2016-03-26 17:00:00,Spectral_405281.Chn,914495.325102,203944.104314,8569.83521063,8323.90157805,24915.8478261,713.069485277,636.327586207,3.43494423792
2016-03-26 18:00:00,Spectral_405282.Chn,915497.94095,204234.084852,8604.71428986,8586.52113749,24820.0882353,734.241217494,767.033333333,3.11152416357
2016-03-26 19:00:00,Spectral_405283.Chn,913776.014668,202392.359342,8368.53686638,8736.53502907,27001.0996241,740.847892851,754.368421053,3.46840148699
2016-03-26 20:00:00,Spectral_405284.Chn,912634.333001,203625.592755,8361.41429779,8832.90485045,26738.7004494,757.686538219,743.701754386,3.24163568773
2016-03-26 21:00:00,Spectral_405285.Chn,910593.353812,203631.163887,8615.75996996,8822.894963,27826.4059829,755.915157318,725.172413793,3.46840148699
2016-03-26 22:00:00,Spectral_405286.Chn,913250.497354,203844.254218,8371.16605234,8731.36397738,26868.4183673,748.278593183,748.245901639,3.33828996283
2016-03-26 23:00:00,Spectral_405287.Chn,914151.878781,204271.99676,8409.97424935,8992.28521282,27493.0714286,768.616450489,774.017241379,3.43494423792
2016-03-27 00:00:00,Spectral_405288.Chn,916791.058643,202873.683846,8486.53899909,8366.61965642,25304.8214286,710.731936097,699.426229508,3.75836431227
2016-03-27 01:00:00,Spectral_405289.Chn,914439.393248,203523.963848,8138.87537593,8755.04476657,25727.9433498,754.006119937,730.155172414,3.56505576208
2016-03-27 02:00:00,Spectral_405290.Chn,912847.787248,204146.240451,8035.15709568,8607.65903436,26713.0,734.555879146,794.666666667,3.30483271375
2016-03-27 03:00:00,Spectral_405291.Chn,914945.387238,203864.22198,8149.14285693,8707.84015228,25886.3642534,739.593740076,727.034482759,3.24163568773
2016-03-27 04:00:00,Spectral_405292.Chn,911992.188059,203076.593697,8255.69613437,8508.19598378,25175.0019048,713.383331701,699.586206897,3.36802973978
2016-03-27 05:00:00,Spectral_405293.Chn,910616.193983,204106.514296,8575.41699394,8911.54632311,26393.5741176,775.289422601,783.655172414,3.46840148699
2016-03-27 06:00:00,Spectral_405294.Chn,915011.589561,203137.973774,8366.01396284,8845.84491745,26995.056701,750.135539174,788.568965517,3.30483271375
2016-03-27 07:00:00,Spectral_405295.Chn,913355.830869,204098.015233,8517.78769496,8611.75294311,26601.0221675,738.601458728,697.745762712,3.46840148699
2016-03-27 08:00:00,Spectral_405296.Chn,913498.617377,203281.987768,8405.63258808,8654.40901465,26194.5466667,734.450578392,733.610169492,3.50185873606
2016-03-27 09:00:00,Spectral_405297.Chn,913731.704144,204469.543531,8321.51639575,8581.62461619,26066.6673669,738.826591194,720.233333333,3.46840148699
2016-03-27 10:00:00,Spectral_405298.Chn,913178.883181,202642.298573,8563.68346715,8647.49089071,24452.1731458,743.164575398,731.559322034,3.43494423792
2016-03-27 11:00:00,Spectral_405299.Chn,914368.863807,204152.223668,8235.90539768,8650.0045552,26439.1551724,745.660562128,741.74137931,3.43494423792
2016-03-27 12:00:00,Spectral_405300.Chn,914049.347243,202522.859884,8318.4621356,8756.90187873,26323.784749,746.926812261,758.3,3.24163568773
2016-03-27 13:00:00,Spectral_405301.Chn,912774.377658,203918.644208,8276.98176324,8709.30677886,25281.3732394,751.588164032,743.966666667,3.56505576208
2016-03-27 14:00:00,Spectral_405302.Chn,913445.693221,203349.857258,8621.60067809,8730.09130961,26618.7139208,742.629777879,762.929824561,3.43494423792
2016-03-27 15:00:00,Spectral_405303.Chn,911572.754588,204128.692893,8579.97876421,8808.93211668,27614.0716374,747.174535513,748.406779661,3.79182156134
2016-03-27 16:00:00,Spectral_405304.Chn,910653.481292,202934.204402,8298.2421083,8645.49471366,26521.5987654,737.033219397,722.508474576,3.33828996283
2016-03-27 17:00:00,Spectral_405305.Chn,913767.343133,202578.236816,8194.61810811,8665.81781974,26878.8157895,746.648447484,752.576271186,3.69516728625
2016-03-27 18:00:00,Spectral_405306.Chn,911992.797057,204533.157742,8171.11854283,8624.92187987,25541.4638554,734.419871807,704.644067797,3.33828996283
2016-03-27 19:00:00,Spectral_405307.Chn,911834.302745,202918.184854,8592.23148448,8846.02439466,28640.3055556,757.180957377,763.983050847,3.43494423792
2016-03-27 20:00:00,Spectral_405308.Chn,909758.903286,203025.788826,8404.41413495,8715.22525454,26047.1189189,749.364922971,713.586206897,3.66171003717
2016-03-27 21:00:00,Spectral_405309.Chn,913442.479639,203492.823766,8078.91584161,8731.08601231,26900.3946623,744.000816852,725.375,3.82527881041
2016-03-27 22:00:00,Spectral_405310.Chn,910379.30293,204172.835984,8750.64641124,8450.89223634,27149.4336735,723.807150126,695.050847458,3.3717472119
2016-03-27 23:00:00,Spectral_405311.Chn,912747.065608,202863.185954,8437.53730024,8563.69397513,26717.3392857,722.690385044,679.050847458,3.59851301115
2016-03-28 00:00:00,Spectral_405312.Chn,910277.315072,203266.039328,8348.38912653,8820.39850594,27540.7068966,752.280035615,705.15,3.43494423792
2016-03-28 01:00:00,Spectral_405313.Chn,911622.005241,204158.94913,8338.2003879,8307.65813806,24058.6703297,712.79865548,719.426229508,3.66171003717
2016-03-28 02:00:00,Spectral_405314.Chn,919118.515924,203730.794686,8580.41744016,8728.01121524,27244.2325784,745.99397403,753.947368421,3.56505576208
2016-03-28 03:00:00,Spectral_405315.Chn,912632.169601,203391.385191,8146.34812645,8500.53230113,25189.4285714,733.251862198,741.305084746,3.56505576208
2016-03-28 04:00:00,Spectral_405316.Chn,913714.463857,203141.189051,8439.575417,8814.58268268,25895.4736842,756.221806765,723.728813559,3.46840148699
2016-03-28 05:00:00,Spectral_405317.Chn,914985.967718,203174.467826,8486.27242256,8493.72248635,25687.1592292,726.72412464,722.93220339,3.24163568773
2016-03-28 06:00:00,Spectral_405318.Chn,914089.300104,204439.479898,8293.58469336,8658.51216386,25525.8377778,735.082207501,799.553571429,3.20817843866
